ApplicationNumber,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,MonthlyLoanPayment,MonthlyIncome,JobTenure,LoanApproved
19086,46,"$72,631.00",623,Employed,Diploma,"$28,944.00",48 months,Single,1,Own,0,Home Improvement,0,$603.00,"$6,052.58",4,Yes
20088,46,"$34,891.00",618,,Diploma,"$52,799.00",72 months,Divorced,2,Rent,0,Vehicle,0,$733.32,,2,No
28277,46,"$29,416.00",611,Employed,Bachelor,"$24,479.00",36 months,Married,0,Mortgage,0,Personal,0,$679.97,"$2,451.33",7,No
12927,46,"$27,018.00",563,Self-Employed,High School,"$32,504.00",48 months,Divorced,1,Mortgage,0,Home Improvement,0,$677.17,"$2,251.50",4,No
15204,46,"$49,374.00",605,Employed,Master,"$31,582.00",96 months,Single,4,Mortgage,0,Debt Consolidation,0,$328.98,"$4,114.50",4,No
27620,46,"$52,385.00",570,,High School,"$19,237.00",36 months,Single,0,Rent,0,Home Improvement,0,$534.36,,6,No
23568,46,"$86,576.00",664,Employed,Bachelor,"$36,613.00",12 months,Divorced,3,Mortgage,0,Education,0,"$3,051.08","$7,214.67",6,No
12874,46,"$46,412.00",628,Unemployed,Bachelor,"$18,741.00",24 months,Widowed,4,Mortgage,0,Education,0,$780.88,"$3,867.67",4,No
27278,46,"$56,348.00",568,,High School,"$15,329.00",96 months,Single,0,Mortgage,0,Education,0,$159.68,"$4,695.67",5,No
14152,46,"$19,317.00",630,Unemployed,Bachelor,"$47,274.00",60 months,Single,5,Mortgage,0,Home Improvement,0,$787.90,"$1,609.75",6,No
13056,46,"$53,306.00",627,Employed,Diploma,"$27,232.00",48 months,Married,3,Rent,0,Home Improvement,0,,"$4,442.17",11,No
26500,46,"$44,781.00",586,Employed,High School,"$9,552.00",60 months,Single,0,Mortgage,0,Vehicle,0,$159.20,,5,No
22809,46,"$35,630.00",611,Employed,Bachelor,"$30,214.00",36 months,Divorced,1,Mortgage,0,Debt Consolidation,0,$839.28,"$2,969.17",8,No
21310,46,"$118,723.00",674,Employed,Master,"$21,721.00",72 months,Married,0,Rent,0,Personal,0,$301.68,"$9,893.58",2,Yes
28454,46,"$52,542.00",609,Employed,High School,"$41,356.00",48 months,Divorced,2,Rent,0,Home Improvement,0,$861.58,"$4,378.50",1,No
28948,46,"$33,564.00",500,Employed,High School,"$33,443.00",48 months,Divorced,2,Own,0,Home Improvement,0,$696.73,"$2,797.00",10,No
14392,46,"$64,045.00",591,Self-Employed,Master,"$28,100.00",12 months,Married,0,Mortgage,0,Vehicle,0,"$2,341.67","$5,337.08",2,No
23880,46,"$27,960.00",631,Employed,Diploma,"$34,374.00",36 months,Married,1,Mortgage,0,Home Improvement,0,,"$2,330.00",4,No
19329,46,"$47,267.00",611,Employed,High School,"$14,629.00",84 months,Married,1,Mortgage,0,Vehicle,0,$174.15,"$3,938.92",2,No
28652,46,"$66,660.00",601,Employed,Bachelor,"$22,103.00",72 months,Married,3,Rent,0,Home Improvement,0,$306.99,"$5,555.00",2,No
16491,46,"$31,680.00",528,Employed,High School,"$24,640.00",12 months,Married,2,Other,0,Home Improvement,0,"$2,053.33","$2,640.00",5,No
12037,46,"$15,000.00",552,Employed,High School,"$44,507.00",60 months,Married,2,Mortgage,0,Debt Consolidation,0,$741.78,"$1,250.00",5,No
20533,46,"$88,833.00",514,Employed,High School,"$19,727.00",96 months,Married,1,Mortgage,0,Education,0,$205.49,"$7,402.75",7,Yes
18940,46,"$101,274.00",620,Employed,Diploma,"$19,989.00",60 months,Married,3,Own,0,Vehicle,0,$333.15,,6,Yes
15241,46,"$101,795.00",628,Self-Employed,Bachelor,"$12,899.00",72 months,Married,2,Mortgage,0,Debt Consolidation,0,$179.15,"$8,482.92",5,Yes
22230,46,"$37,875.00",556,Employed,Diploma,"$15,464.00",48 months,Married,1,Mortgage,0,Home Improvement,1,$322.17,"$3,156.25",6,No
14943,46,"$60,297.00",549,Employed,Bachelor,"$18,775.00",120 months,Married,3,Mortgage,0,Debt Consolidation,0,$156.46,"$5,024.75",1,No
27277,46,"$109,389.00",563,Employed,Master,"$23,632.00",48 months,Single,1,Other,0,Debt Consolidation,0,$492.33,"$9,115.75",3,Yes
27782,46,"$110,102.00",602,Employed,Bachelor,"$22,832.00",60 months,Single,0,Mortgage,0,Home Improvement,0,$380.53,"$9,175.17",5,Yes
15222,46,"$49,760.00",629,Employed,Master,"$17,845.00",72 months,Married,4,Mortgage,0,Personal,0,,"$4,146.67",7,No
24884,46,"$55,282.00",646,Employed,High School,"$67,776.00",24 months,Married,2,Own,0,Vehicle,0,"$2,824.00","$4,606.83",7,No
14479,46,"$119,069.00",614,Employed,Master,"$13,812.00",36 months,Married,3,Rent,0,Personal,0,$383.67,"$9,922.42",4,Yes
11739,46,"$18,156.00",592,,High School,"$34,993.00",72 months,Married,1,Rent,0,Vehicle,0,,"$1,513.00",6,No
25195,46,"$35,948.00",597,Employed,Master,"$16,967.00",48 months,Single,0,Mortgage,0,Vehicle,0,$353.48,"$2,995.67",12,No
26401,46,"$65,635.00",549,Employed,Diploma,"$26,525.00",84 months,Divorced,2,Mortgage,0,Education,1,$315.77,"$5,469.58",5,No
13680,46,"$28,436.00",605,Self-Employed,Diploma,"$5,607.00",48 months,Widowed,4,Other,0,Vehicle,0,$116.81,"$2,369.67",10,No
26212,46,"$59,023.00",490,Employed,Bachelor,"$14,839.00",60 months,Married,2,Rent,0,Home Improvement,0,$247.32,"$4,918.58",7,Yes
20659,46,"$42,157.00",500,Employed,High School,"$26,237.00",60 months,Single,2,Mortgage,0,Debt Consolidation,0,$437.28,"$3,513.08",4,No
24004,46,"$76,285.00",629,Employed,High School,"$15,541.00",48 months,Married,0,Rent,0,Debt Consolidation,0,,"$6,357.08",5,Yes
18989,46,"$26,044.00",620,Employed,Master,"$29,469.00",60 months,Married,3,Mortgage,0,Debt Consolidation,0,$491.15,"$2,170.33",3,No
18687,46,"$49,417.00",608,Self-Employed,Bachelor,"$45,933.00",48 months,Single,0,Mortgage,0,Personal,0,$956.94,"$4,118.08",1,No
30324,46,"$174,355.00",634,Employed,High School,"$14,252.00",24 months,Single,2,Rent,0,Debt Consolidation,0,$593.83,"$14,529.58",5,Yes
14974,46,"$62,930.00",630,Employed,Bachelor,"$14,907.00",48 months,Married,1,Mortgage,0,Vehicle,0,$310.56,,5,Yes
23363,46,"$138,840.00",568,,Bachelor,"$40,025.00",36 months,Single,2,Rent,0,Personal,0,"$1,111.81",,4,Yes
10707,46,"$44,523.00",613,Unemployed,High School,"$12,648.00",96 months,Married,3,Mortgage,0,Home Improvement,0,$131.75,"$3,710.25",4,No
16926,46,"$60,795.00",528,,Bachelor,"$7,856.00",24 months,Married,3,Other,0,Debt Consolidation,0,$327.33,"$5,066.25",2,Yes
14940,46,"$59,166.00",606,Employed,Bachelor,"$33,398.00",36 months,Married,0,Own,0,Debt Consolidation,0,,"$4,930.50",4,No
18867,46,"$41,227.00",597,Employed,Bachelor,"$22,133.00",36 months,Single,0,Rent,0,Vehicle,0,$614.81,,7,No
19139,46,"$39,663.00",649,Self-Employed,Bachelor,"$32,637.00",12 months,Married,2,Mortgage,0,Debt Consolidation,0,"$2,719.75","$3,305.25",5,No
10977,46,"$55,997.00",527,Employed,Doctorate,"$9,698.00",36 months,Married,1,Mortgage,0,Debt Consolidation,0,$269.39,,9,Yes
18360,46,"$115,041.00",615,Employed,Bachelor,"$17,174.00",36 months,Single,0,Mortgage,0,Debt Consolidation,0,$477.06,"$9,586.75",6,Yes
22447,46,"$166,242.00",573,Employed,Diploma,"$21,473.00",96 months,Married,0,Mortgage,0,Home Improvement,0,$223.68,"$13,853.50",4,Yes
23797,46,"$21,098.00",581,Employed,Master,"$9,951.00",60 months,Single,1,Mortgage,0,Home Improvement,0,$165.85,"$1,758.17",3,No
25257,46,"$60,560.00",608,Employed,High School,"$26,929.00",36 months,Single,0,Mortgage,0,Vehicle,0,$748.03,"$5,046.67",6,No
26153,46,"$18,622.00",599,Employed,Diploma,"$41,671.00",60 months,Married,2,Own,0,Debt Consolidation,0,$694.52,"$1,551.83",6,No
16262,46,"$75,942.00",611,Employed,Bachelor,"$25,461.00",48 months,Single,2,Rent,0,Home Improvement,0,$530.44,,4,No
22588,46,"$84,535.00",543,Employed,Master,"$43,154.00",48 months,Married,0,Other,0,Vehicle,0,$899.04,"$7,044.58",8,No
10711,46,"$37,268.00",535,Employed,Bachelor,"$26,549.00",48 months,Married,0,Rent,0,Debt Consolidation,1,$553.10,,8,No
28978,46,"$21,412.00",583,Employed,High School,"$31,014.00",108 months,Married,0,Rent,0,Personal,0,$287.17,,4,No
19379,46,"$31,607.00",624,Unemployed,Master,"$27,916.00",72 months,Single,1,Mortgage,0,Home Improvement,0,$387.72,"$2,633.92",6,No
24731,46,"$80,363.00",624,Unemployed,High School,"$22,446.00",60 months,Divorced,1,Rent,0,Home Improvement,0,$374.10,"$6,696.92",5,No
11245,46,"$30,021.00",640,Employed,Master,"$11,193.00",72 months,Married,1,Own,0,Education,0,$155.46,"$2,501.75",5,No
28319,46,"$39,588.00",546,Employed,High School,"$28,039.00",60 months,Married,1,Mortgage,0,Home Improvement,0,$467.32,,1,No
15804,46,"$46,983.00",555,Employed,Bachelor,"$36,339.00",96 months,Divorced,1,Mortgage,0,Vehicle,0,$378.53,"$3,915.25",2,No
29345,46,"$119,717.00",642,Employed,Master,"$13,872.00",36 months,Divorced,0,Rent,0,Home Improvement,0,$385.33,"$9,976.42",5,Yes
21199,46,"$62,452.00",593,Self-Employed,Bachelor,"$18,481.00",48 months,Single,3,Mortgage,0,Vehicle,0,$385.02,"$5,204.33",8,No
16940,46,"$50,017.00",647,Employed,Bachelor,"$16,552.00",48 months,Divorced,1,Mortgage,0,Debt Consolidation,0,,"$4,168.08",4,No
17663,46,"$96,039.00",573,Employed,Diploma,"$15,873.00",96 months,Divorced,1,Rent,0,Home Improvement,0,$165.34,"$8,003.25",7,Yes
27188,46,"$28,914.00",631,,Diploma,"$20,509.00",48 months,Single,1,Mortgage,0,Debt Consolidation,0,$427.27,"$2,409.50",8,No
12308,46,"$49,697.00",527,Employed,High School,"$13,569.00",48 months,Widowed,4,Mortgage,0,Debt Consolidation,0,$282.69,"$4,141.42",2,No
25284,46,"$85,094.00",531,,High School,"$26,323.00",36 months,Single,1,Own,0,Home Improvement,0,,"$7,091.17",6,Yes
13608,46,"$33,370.00",551,Employed,Diploma,"$43,226.00",108 months,Divorced,0,Mortgage,0,Education,0,$400.24,"$2,780.83",8,No
23561,46,"$90,961.00",476,Employed,Diploma,"$58,072.00",36 months,Married,0,Rent,0,Home Improvement,0,"$1,613.11","$7,580.08",6,No
24655,46,"$15,000.00",603,Employed,High School,"$11,665.00",84 months,Married,1,Rent,0,Debt Consolidation,0,$138.87,"$1,250.00",7,No
21906,46,"$27,538.00",555,Employed,Bachelor,"$40,830.00",60 months,Married,0,Mortgage,0,Debt Consolidation,0,$680.50,"$2,294.83",4,No
19068,46,"$33,788.00",623,Unemployed,Bachelor,"$19,888.00",60 months,Married,0,Rent,0,Home Improvement,0,$331.47,"$2,815.67",10,no
11043,46,"$51,051.00",584,Employed,Master,"$11,511.00",36 months,Married,4,Other,0,Education,0,$319.75,"$4,254.25",5,No
12221,46,"$57,580.00",634,Employed,Bachelor,"$25,395.00",60 months,Married,1,Rent,0,Home Improvement,0,,"$4,798.33",5,No
24767,46,"$30,114.00",514,Employed,Bachelor,"$22,523.00",60 months,Widowed,1,Mortgage,0,Home Improvement,0,$375.38,"$2,509.50",4,No
14537,46,"$105,029.00",612,Employed,Diploma,"$12,658.00",24 months,Married,0,Mortgage,0,Vehicle,0,$527.42,"$8,752.42",4,Yes
15346,46,"$87,359.00",557,Employed,Bachelor,"$43,171.00",36 months,Married,1,Own,0,Debt Consolidation,0,"$1,199.19","$7,279.92",6,No
24162,46,"$29,716.00",565,Employed,Diploma,"$18,360.00",48 months,Married,0,Own,0,Debt Consolidation,0,,"$2,476.33",5,No
16725,46,"$57,023.00",638,Self-Employed,High School,"$18,358.00",24 months,Single,5,Rent,0,Home Improvement,0,,"$4,751.92",2,No
30434,46,"$34,862.00",564,Employed,High School,"$35,232.00",60 months,Single,1,Mortgage,0,Personal,0,$587.20,"$2,905.17",4,No
16571,46,"$47,229.00",642,Employed,Diploma,"$26,881.00",84 months,Single,0,Rent,0,Vehicle,1,$320.01,"$3,935.75",7,No
16969,46,"$111,623.00",604,Employed,High School,"$14,075.00",60 months,Single,1,Rent,0,Vehicle,0,$234.58,"$5,160.83",4,Yes
29507,46,"$65,164.00",553,Employed,Diploma,"$11,331.00",60 months,Married,0,Rent,0,Vehicle,0,,"$5,430.33",3,Yes
26370,46,"$30,971.00",587,,Diploma,"$20,732.00",108 months,Married,2,Rent,0,Education,0,$191.96,"$2,580.92",2,No
14657,46,"$179,892.00",639,Employed,Master,"$29,430.00",24 months,Divorced,1,Mortgage,0,Education,0,,"$14,991.00",3,Yes
19612,46,"$55,433.00",592,Employed,High School,"$24,534.00",96 months,Divorced,0,Own,0,Vehicle,0,$255.56,"$4,619.42",4,No
26194,46,"$29,314.00",579,,Bachelor,"$40,366.00",48 months,Divorced,0,Own,0,Home Improvement,0,,"$2,442.83",2,No
28031,46,"$143,954.00",534,Self-Employed,Master,"$23,732.00",48 months,Married,2,Mortgage,0,Vehicle,0,$494.42,,11,Yes
25678,46,"$173,430.00",554,Employed,High School,"$30,175.00",60 months,Divorced,1,Rent,0,Personal,0,,,7,Yes
22522,46,"$84,599.00",568,Employed,Bachelor,"$19,817.00",60 months,Single,0,Mortgage,0,Home Improvement,0,$330.28,"$7,049.92",4,Yes
13172,46,"$37,559.00",585,Employed,Diploma,"$17,118.00",48 months,Married,1,Rent,0,Personal,0,$356.63,,6,No
16904,46,"$54,848.00",517,Employed,Diploma,"$48,691.00",24 months,Married,0,Rent,0,Debt Consolidation,0,"$2,028.79","$4,570.67",5,No
12796,46,"$160,633.00",636,,Bachelor,"$18,751.00",60 months,Single,0,Own,0,Personal,0,,"$13,386.08",4,Yes
25480,46,"$162,507.00",589,Employed,Master,"$15,107.00",84 months,Married,0,Other,0,Home Improvement,0,$179.85,,6,Yes
15616,46,"$64,388.00",600,Unemployed,Diploma,"$21,846.00",72 months,Single,0,Rent,0,Vehicle,0,$303.42,"$5,365.67",9,No
12488,46,"$47,865.00",551,Self-Employed,Diploma,"$8,876.00",36 months,Single,3,Mortgage,0,Debt Consolidation,0,,"$3,988.75",7,Yes
11805,46,"$57,727.00",664,Employed,Bachelor,"$10,796.00",60 months,Divorced,2,Own,0,Debt Consolidation,0,,"$4,810.58",5,Yes
18414,46,"$71,754.00",545,Employed,High School,"$11,636.00",48 months,Married,0,Own,0,Education,0,$242.42,,7,Yes
12465,46,"$84,467.00",617,,Bachelor,"$36,977.00",72 months,Single,0,Mortgage,0,Personal,0,$513.57,"$7,038.92",2,No
11285,46,"$29,905.00",606,Employed,Master,"$43,729.00",48 months,Married,1,Mortgage,0,Home Improvement,0,$911.02,"$2,492.08",5,No
14791,46,"$49,482.00",644,Employed,Doctorate,"$17,093.00",36 months,Married,1,Rent,0,Home Improvement,0,,"$4,123.50",3,Yes
26253,46,"$54,594.00",637,Employed,Master,"$15,989.00",48 months,Married,0,Rent,0,Home Improvement,0,,"$4,549.50",5,No
26999,46,"$28,579.00",502,,High School,"$28,602.00",48 months,Single,1,Rent,0,Vehicle,0,$595.88,"$2,381.58",6,No
16793,46,"$25,166.00",609,Employed,High School,"$37,966.00",60 months,Single,0,Other,0,Personal,0,,,2,No
23067,46,"$73,736.00",634,Unemployed,Bachelor,"$13,892.00",48 months,Single,2,Mortgage,0,Vehicle,0,$289.42,"$6,144.67",6,Yes
21583,46,"$15,000.00",588,,High School,"$19,985.00",24 months,Married,3,Rent,0,Education,0,$832.71,"$1,250.00",7,No
25525,46,"$38,640.00",479,Employed,Diploma,"$34,726.00",96 months,Single,1,Own,0,Vehicle,0,$361.73,"$3,220.00",9,No
20890,46,"$35,380.00",626,Employed,Master,"$25,931.00",120 months,Single,0,Mortgage,0,Education,1,,"$2,948.33",4,No
16237,46,"$23,263.00",602,Employed,Diploma,"$14,714.00",12 months,Widowed,1,Rent,0,Home Improvement,0,"$1,226.17","$1,938.58",11,No
26720,46,"$85,931.00",606,Employed,Bachelor,"$23,743.00",24 months,Widowed,5,Mortgage,0,Debt Consolidation,0,$989.29,"$7,160.92",4,Yes
17147,46,"$30,053.00",628,Unemployed,Diploma,"$6,899.00",60 months,Married,1,Mortgage,0,Personal,0,$114.98,"$2,504.42",6,No
14891,46,"$41,267.00",439,Employed,Bachelor,"$10,669.00",24 months,Single,0,Rent,0,Education,1,$444.54,"$3,438.92",4,No
20607,46,"$30,451.00",525,Self-Employed,Bachelor,"$13,885.00",12 months,Married,5,Mortgage,0,Personal,0,"$1,157.08","$2,537.58",7,No
24636,46,"$27,278.00",508,Self-Employed,Diploma,"$42,900.00",36 months,Single,2,Own,0,Home Improvement,0,"$1,191.67",,1,No
22001,46,"$67,920.00",598,Employed,Diploma,"$43,668.00",108 months,Single,4,Rent,0,Debt Consolidation,0,$404.33,"$5,660.00",7,No
15197,46,"$35,279.00",508,Employed,High School,"$10,590.00",84 months,Widowed,3,Rent,0,Debt Consolidation,1,$126.07,"$2,939.92",7,No
20696,46,"$30,266.00",663,,Master,"$42,903.00",12 months,Single,0,Rent,0,Home Improvement,0,"$3,575.25","$2,522.17",5,No
29488,46,"$21,317.00",630,Employed,Bachelor,"$28,563.00",60 months,Married,4,Mortgage,0,Home Improvement,0,$476.05,"$1,776.42",3,No
10809,46,"$120,353.00",511,Employed,High School,"$24,013.00",72 months,Divorced,3,Mortgage,0,Debt Consolidation,0,$333.51,"$10,029.42",4,No
28597,46,"$49,521.00",542,Employed,Bachelor,"$14,344.00",48 months,Single,1,Rent,0,Education,0,$298.83,,5,No
17377,46,"$41,329.00",622,Unemployed,Bachelor,"$25,520.00",12 months,Single,0,Mortgage,0,Home Improvement,0,"$2,126.67","$3,444.08",3,No
20053,46,"$35,240.00",594,Employed,Bachelor,"$8,799.00",84 months,Married,3,Own,0,Home Improvement,0,,"$2,936.67",6,No
18997,46,"$47,801.00",561,Employed,High School,"$5,596.00",72 months,Single,1,Rent,0,Debt Consolidation,0,$77.72,,4,No
14386,46,"$28,563.00",650,,Bachelor,"$16,733.00",60 months,Single,1,Rent,0,Vehicle,0,$278.88,,3,No
23139,46,"$68,473.00",525,,Bachelor,"$21,496.00",72 months,Married,2,Mortgage,0,Home Improvement,0,$298.56,"$5,706.08",5,No
27592,46,"$30,627.00",512,,Diploma,"$32,757.00",60 months,Divorced,4,Other,0,Vehicle,0,,"$2,552.25",5,No
25533,46,"$45,179.00",604,Employed,High School,"$30,143.00",60 months,Divorced,0,Own,0,Personal,0,$502.38,"$3,764.92",4,No
20245,46,"$35,178.00",588,Employed,Diploma,"$24,315.00",60 months,Widowed,1,Mortgage,0,Home Improvement,0,$405.25,"$2,931.50",10,No
22614,46,"$31,453.00",597,Self-Employed,Bachelor,"$23,669.00",48 months,Divorced,0,Rent,0,Home Improvement,0,$493.10,"$2,621.08",9,No
23580,46,"$48,422.00",597,Employed,Diploma,"$47,532.00",96 months,Married,0,Mortgage,0,Home Improvement,0,$495.13,"$4,035.17",7,No
16939,46,"$90,561.00",622,Self-Employed,High School,"$18,061.00",36 months,Single,3,Other,0,Education,1,$501.69,"$7,546.75",2,Yes
19153,46,"$41,084.00",618,,Diploma,"$55,873.00",24 months,Married,4,Mortgage,0,Education,0,,"$3,423.67",5,No
27018,46,"$114,818.00",629,Employed,Bachelor,"$20,215.00",120 months,Single,0,Other,0,Education,0,$168.46,"$9,568.17",5,Yes
29593,46,"$74,867.00",539,Employed,High School,"$12,361.00",108 months,Married,0,Own,0,Education,0,$114.45,,6,No
22273,46,"$77,990.00",573,Employed,Bachelor,"$43,232.00",12 months,Married,1,Mortgage,0,Vehicle,0,"$3,602.67",,1,No
24724,46,"$114,141.00",589,Employed,Bachelor,"$28,961.00",36 months,Single,1,Mortgage,0,Education,0,$804.47,"$9,511.75",3,Yes
22419,46,"$92,436.00",560,Employed,High School,"$12,742.00",48 months,Divorced,3,Own,0,Education,0,$265.46,"$7,703.00",3,Yes
25370,46,"$93,521.00",624,Employed,Bachelor,"$19,511.00",72 months,Single,3,Mortgage,0,Personal,1,$270.99,"$7,793.42",4,Yes
27562,46,"$73,149.00",550,Employed,Diploma,"$9,251.00",60 months,Married,0,Own,0,Home Improvement,0,$154.18,"$6,095.75",2,Yes
28358,46,"$15,000.00",513,,Diploma,"$9,390.00",48 months,Single,0,Rent,0,Home Improvement,0,$195.63,"$1,250.00",4,No
19658,46,"$47,723.00",627,Employed,Master,"$29,167.00",12 months,Single,3,Mortgage,0,Debt Consolidation,0,"$2,430.58","$3,976.92",8,No
13160,46,"$50,133.00",605,Employed,Bachelor,"$13,137.00",60 months,Married,1,Mortgage,0,Home Improvement,0,$218.95,,6,No
28242,46,"$62,033.00",507,,Diploma,"$20,320.00",48 months,Married,0,Rent,0,Education,0,,"$5,169.42",3,No
30318,46,"$67,411.00",605,,Bachelor,"$35,342.00",12 months,Divorced,0,Rent,0,Vehicle,0,"$2,945.17","$5,617.58",10,No
15732,46,"$98,056.00",534,Employed,Diploma,"$20,695.00",48 months,Married,3,Mortgage,0,Education,0,$431.15,,6,Yes
27507,46,"$119,170.00",450,Employed,Diploma,"$26,956.00",120 months,Single,3,Own,0,Education,0,,"$9,930.83",9,No
15675,46,"$109,413.00",494,Employed,Diploma,"$35,272.00",24 months,Married,3,Mortgage,0,Home Improvement,1,"$1,469.67","$9,117.75",5,Yes
25530,46,"$36,907.00",575,Employed,High School,"$26,764.00",60 months,Married,2,Own,0,Debt Consolidation,0,$446.07,,4,No
15205,46,"$27,359.00",528,Self-Employed,High School,"$43,504.00",36 months,Married,1,Mortgage,0,Personal,0,"$1,208.44","$2,279.92",7,No
22159,46,"$40,822.00",628,Employed,Bachelor,"$51,979.00",36 months,Married,2,Mortgage,0,Debt Consolidation,0,"$1,443.86","$3,401.83",5,No
27456,46,"$31,925.00",512,Employed,Bachelor,"$12,351.00",48 months,Married,3,Rent,0,Education,0,$257.31,"$2,660.42",0,No
19264,46,"$123,940.00",664,,Master,"$20,245.00",36 months,Married,3,Mortgage,0,Personal,0,$562.36,"$10,328.33",5,Yes
19112,46,"$47,732.00",567,,Diploma,"$21,439.00",48 months,Divorced,3,Rent,0,Education,0,$446.65,"$3,977.67",5,No
14242,46,"$28,033.00",548,Employed,High School,"$37,978.00",36 months,Divorced,0,Other,0,Home Improvement,0,"$1,054.94","$2,336.08",6,No
20753,46,"$71,682.00",632,Employed,Doctorate,"$24,725.00",60 months,Single,1,Rent,0,Debt Consolidation,0,$412.08,,4,Yes
21676,46,"$143,197.00",601,,Bachelor,"$28,540.00",60 months,Single,2,Own,0,Vehicle,0,$475.67,"$11,933.08",3,Yes
11704,46,"$48,662.00",579,Employed,Bachelor,"$19,271.00",120 months,Married,1,Rent,0,Vehicle,1,,"$4,055.17",6,No
26076,46,"$45,084.00",599,Employed,Bachelor,"$62,081.00",72 months,Married,2,Mortgage,0,Debt Consolidation,0,$862.24,,12,No
12391,46,"$33,750.00",531,,High School,"$23,185.00",36 months,Divorced,3,Own,0,Debt Consolidation,0,$644.03,"$2,812.50",5,No
23793,46,"$31,379.00",626,Employed,Master,"$13,887.00",60 months,Divorced,0,Own,0,Vehicle,0,$231.45,"$2,614.92",4,Yes
19053,46,"$38,677.00",584,Employed,High School,"$14,055.00",72 months,Single,3,Mortgage,0,Education,0,,"$3,223.08",4,No
24396,46,"$28,520.00",629,Unemployed,Diploma,"$10,577.00",72 months,Single,0,Own,0,Vehicle,0,$146.90,,7,No
26462,46,"$15,000.00",572,Employed,High School,"$51,382.00",72 months,Divorced,0,Mortgage,0,Home Improvement,0,$713.64,"$1,250.00",6,No
29702,46,"$39,676.00",605,Self-Employed,Diploma,"$12,539.00",60 months,Married,2,Rent,0,Vehicle,0,$208.98,"$3,306.33",4,No
13233,46,"$67,253.00",604,Self-Employed,Diploma,"$10,160.00",24 months,Divorced,0,Mortgage,0,Education,0,$423.33,"$5,604.42",7,Yes
12068,46,"$33,458.00",593,Employed,Bachelor,"$23,316.00",96 months,Single,2,Mortgage,0,Debt Consolidation,1,$242.88,"$2,788.17",6,No
